structure_id,fire,damage,roof_material,side_material,ground_deck_material,elevated_deck_material,eaves,vent_screen,window_pane,patio_cover,fence,coordinate_x,coordinate_y
17153,eaton,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,170142.905503004,-422875.557229919
17154,eaton,no damage,asphalt,masonry,composite,n/a,enclosed,<= 1/8 in,multi pane,n/a,non-combustible,177237.031479198,-425757.052319672
17155,eaton,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,n/a,n/a,n/a,non-combustible,170123.463215088,-422934.370243829
17156,eaton,affected (>0-10%),asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,combustible,non-combustible,171749.881190168,-421910.158607459
17157,eaton,no damage,tile,masonry,n/a,n/a,n/a,<= 1/8 in,multi pane,n/a,combustible,177094.250782219,-424490.113845984
17158,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,n/a,n/a,n/a,non-combustible,169639.448778839,-422164.9454179
17159,eaton,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,multi pane,combustible,n/a,173581.854073918,-422864.414764326
17160,eaton,destroyed (>50%),n/a,n/a,masonry,n/a,n/a,n/a,n/a,combustible,n/a,171779.966915032,-422083.925870059
17161,eaton,no damage,asphalt,masonry,masonry,masonry,enclosed,> 1/8 in,multi pane,n/a,combustible,177819.991757929,-424994.446421355
17162,eaton,destroyed (>50%),tile,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,170095.42019275,-423433.092640409
17163,eaton,destroyed (>50%),tile,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,174085.410757453,-423153.494071154
17164,eaton,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,> 1/8 in,n/a,n/a,combustible,169909.839680605,-422850.03297776
17165,eaton,no damage,tile,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,combustible,non-combustible,177219.571546544,-424752.5042293
17166,eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,n/a,combustible,171742.493605338,-424765.684510145
17167,eaton,no damage,asphalt,masonry,n/a,n/a,n/a,n/a,single pane,combustible,non-combustible,169484.985771973,-423228.341621527
17168,eaton,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,170732.528593097,-422038.083600797
17169,eaton,no damage,asphalt,masonry,n/a,wood,unenclosed,> 1/8 in,single pane,n/a,combustible,170209.84281949,-422963.738025011
17170,eaton,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,> 1/8 in,single pane,combustible,combustible,170946.587231023,-423600.307765082
17171,eaton,destroyed (>50%),asphalt,masonry,masonry,masonry,n/a,n/a,n/a,n/a,non-combustible,172063.079554486,-422413.640106652
17172,eaton,no damage,tile,masonry,masonry,wood,enclosed,> 1/8 in,single pane,combustible,non-combustible,181655.529835165,-425290.171077706
17173,eaton,no damage,asphalt,n/a,masonry,n/a,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,179468.216561167,-425372.16410579
17174,eaton,no damage,asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,multi pane,n/a,non-combustible,178779.478510064,-425260.883609574
17175,eaton,no damage,asphalt,wood,wood,n/a,enclosed,n/a,multi pane,combustible,combustible,180370.795344424,-425005.494889492
17176,eaton,no damage,asphalt,masonry,n/a,masonry,unenclosed,n/a,n/a,n/a,combustible,178516.271620813,-425400.3899158
17177,eaton,no damage,metal,wood,wood,n/a,unenclosed,n/a,single pane,combustible,n/a,180632.132516443,-425171.777874045
17178,eaton,destroyed (>50%),asphalt,masonry,masonry,masonry,n/a,n/a,n/a,combustible,combustible,171829.094101239,-422318.366780547
17179,eaton,no damage,asphalt,masonry,n/a,n/a,enclosed,> 1/8 in,multi pane,n/a,non-combustible,177957.019824151,-425438.48952657
17180,eaton,no damage,tile,wood,masonry,masonry,enclosed,<= 1/8 in,single pane,non-combustible,non-combustible,181361.633157737,-425395.520040112
17181,eaton,no damage,asphalt,masonry,wood,wood,unenclosed,> 1/8 in,multi pane,non-combustible,combustible,180584.798749138,-425342.607127205
17182,eaton,destroyed (>50%),n/a,masonry,n/a,n/a,n/a,n/a,n/a,n/a,combustible,171861.914535225,-422332.467585295
17183,eaton,no damage,tile,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,181906.695177579,-424916.324000055
17184,eaton,destroyed (>50%),asphalt,masonry,wood,n/a,n/a,n/a,n/a,n/a,n/a,170701.013075727,-423472.634810576
17185,eaton,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,single pane,combustible,combustible,169809.515401459,-422827.214536956
17186,eaton,destroyed (>50%),masonry,masonry,masonry,n/a,n/a,n/a,multi pane,n/a,n/a,173793.044170625,-422944.732384317
17187,eaton,no damage,asphalt,masonry,masonry,wood,enclosed,n/a,multi pane,combustible,n/a,180390.868080356,-425127.798445504
17188,eaton,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,> 1/8 in,single pane,n/a,n/a,169792.149316542,-422892.118551781
17189,eaton,no damage,masonry,masonry,masonry,masonry,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,181886.384954172,-424892.80918229
17190,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,combustible,179011.699140806,-425312.200331198
17191,eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,single pane,combustible,n/a,180187.456176212,-425128.910993719
17192,eaton,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,n/a,single pane,n/a,non-combustible,174637.17149659,-423974.063260863
17193,eaton,destroyed (>50%),asphalt,wood,wood,n/a,n/a,n/a,n/a,n/a,non-combustible,174079.194347038,-423077.647379007
17194,eaton,destroyed (>50%),n/a,n/a,masonry,n/a,n/a,n/a,n/a,n/a,n/a,171247.82527868,-421958.324459605
17195,eaton,no damage,tile,wood,masonry,n/a,unenclosed,n/a,multi pane,n/a,non-combustible,182453.40701999,-424834.44792689
17196,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,n/a,multi pane,combustible,non-combustible,177770.972493971,-425632.535196919
17197,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,combustible,179412.836854934,-425369.817807635
17198,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,unscreened,multi pane,n/a,non-combustible,177868.10550208,-425588.390693117
17199,eaton,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,combustible,170781.343260204,-423561.846870624
17200,eaton,no damage,asphalt,masonry,n/a,n/a,enclosed,n/a,n/a,n/a,non-combustible,180347.571470442,-425023.570823248
17201,eaton,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,single pane,n/a,non-combustible,171578.344688717,-421927.664918667
17202,eaton,no damage,tile,masonry,n/a,n/a,enclosed,> 1/8 in,multi pane,n/a,non-combustible,177808.263660415,-425170.43631204
17203,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,n/a,single pane,n/a,combustible,177834.250881533,-425626.924851792
17204,eaton,destroyed (>50%),asphalt,masonry,n/a,n/a,unenclosed,> 1/8 in,multi pane,n/a,n/a,170651.280015449,-423257.071819717
17205,eaton,affected (>0-10%),asphalt,masonry,masonry,masonry,enclosed,<= 1/8 in,multi pane,non-combustible,non-combustible,177890.817459106,-425040.16295962
17206,eaton,no damage,asphalt,masonry,n/a,n/a,unenclosed,n/a,single pane,combustible,combustible,177782.813764515,-425589.673514808
17207,eaton,no damage,tile,masonry,masonry,wood,unenclosed,<= 1/8 in,multi pane,combustible,non-combustible,177763.058673397,-425129.981376043
17208,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,n/a,multi pane,combustible,combustible,177914.998842571,-425458.591227526
17209,eaton,no damage,asphalt,masonry,masonry,n/a,enclosed,<= 1/8 in,single pane,n/a,n/a,180344.415801277,-424831.587788286
17210,eaton,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,171383.73568898,-421943.647312304
17211,eaton,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,n/a,combustible,non-combustible,169763.618322044,-422804.759151617
17212,eaton,destroyed (>50%),asphalt,masonry,masonry,masonry,n/a,n/a,n/a,n/a,non-combustible,171900.03647166,-422348.326198388
17213,eaton,affected (>0-10%),asphalt,masonry,n/a,n/a,n/a,> 1/8 in,single pane,n/a,combustible,170684.819042929,-423224.660500022
17214,eaton,no damage,masonry,masonry,n/a,n/a,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,181985.18747054,-424733.460672654
17215,eaton,no damage,tile,masonry,masonry,n/a,enclosed,> 1/8 in,multi pane,n/a,non-combustible,181886.239161344,-424822.435318271
17216,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,combustible,180391.060154039,-425056.562108733
17217,eaton,no damage,tile,masonry,masonry,masonry,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,181909.342721449,-424789.327114053
17218,eaton,destroyed (>50%),metal,metal,n/a,n/a,n/a,n/a,single pane,n/a,n/a,170632.870358582,-423242.009209331
17219,eaton,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,171114.690397442,-421905.754724201
17220,eaton,destroyed (>50%),n/a,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,171851.713047407,-422316.445677545
17221,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,<= 1/8 in,single pane,n/a,n/a,178582.832830593,-425408.386863332
17222,eaton,no damage,tile,wood,masonry,wood,enclosed,> 1/8 in,single pane,n/a,non-combustible,181613.909019344,-425366.518400649
17223,eaton,affected (>0-10%),tile,masonry,masonry,masonry,enclosed,> 1/8 in,multi pane,n/a,non-combustible,177820.359548297,-424929.438150149
17224,eaton,no damage,asphalt,masonry,masonry,masonry,unenclosed,<= 1/8 in,multi pane,combustible,non-combustible,169527.756408928,-423290.903678345
17225,eaton,no damage,asphalt,masonry,masonry,n/a,enclosed,n/a,multi pane,combustible,n/a,176851.992912675,-425879.32773171
17226,eaton,no damage,asphalt,masonry,n/a,n/a,enclosed,> 1/8 in,single pane,combustible,non-combustible,178094.405772842,-425301.378939567
17227,eaton,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,> 1/8 in,n/a,n/a,non-combustible,172285.311468097,-422298.610613294
17228,eaton,no damage,asphalt,wood,wood,n/a,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,172895.081753384,-422165.704976048
17229,eaton,destroyed (>50%),n/a,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,170168.36692125,-423337.117433118
17230,eaton,no damage,asphalt,wood,masonry,n/a,enclosed,unscreened,single pane,n/a,n/a,180419.515375439,-425125.80371167
17231,eaton,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,170648.253561442,-423468.710608236
17232,eaton,no damage,asphalt,masonry,n/a,n/a,unenclosed,n/a,multi pane,n/a,non-combustible,177468.696335144,-425370.795026213
17233,eaton,destroyed (>50%),metal,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,171447.589899548,-421947.773571303
17234,eaton,destroyed (>50%),asphalt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,170825.288598164,-423540.315753756
17235,eaton,no damage,asphalt,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,combustible,combustible,180165.400677902,-425498.694511514
17236,eaton,no damage,asphalt,wood,n/a,n/a,n/a,n/a,n/a,n/a,combustible,180362.721144989,-425011.683964811
17237,eaton,destroyed (>50%),tile,masonry,n/a,n/a,n/a,n/a,n/a,n/a,combustible,177878.759723911,-425217.569446845
17238,eaton,destroyed (>50%),n/a,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,171125.366491536,-421920.164948422
17239,eaton,no damage,tile,wood,masonry,wood,enclosed,> 1/8 in,multi pane,n/a,combustible,180227.975674061,-424987.540180961
17240,eaton,no damage,tile,masonry,masonry,n/a,enclosed,> 1/8 in,single pane,n/a,non-combustible,181534.018546823,-425269.256269317
17241,eaton,no damage,masonry,masonry,n/a,wood,enclosed,> 1/8 in,multi pane,n/a,non-combustible,180661.239861784,-425257.491560075
17242,eaton,no damage,asphalt,masonry,n/a,n/a,enclosed,> 1/8 in,multi pane,combustible,non-combustible,176325.691073527,-424315.916431887
17243,eaton,destroyed (>50%),n/a,masonry,n/a,n/a,n/a,n/a,single pane,n/a,n/a,169932.162154151,-422282.529052863
17244,eaton,no damage,tile,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,182046.41595763,-424741.89091369
17245,eaton,destroyed (>50%),asphalt,masonry,masonry,masonry,n/a,n/a,n/a,n/a,non-combustible,172001.689527543,-421970.734856626
17246,eaton,no damage,asphalt,masonry,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,176348.576280852,-424260.383346982
17247,eaton,destroyed (>50%),n/a,masonry,n/a,n/a,n/a,n/a,n/a,n/a,non-combustible,170576.677619872,-423418.323097644
17248,eaton,no damage,asphalt,masonry,masonry,masonry,enclosed,> 1/8 in,multi pane,non-combustible,n/a,180168.203421366,-425106.750555078
17249,eaton,no damage,tile,masonry,masonry,n/a,n/a,unscreened,single pane,n/a,combustible,179298.833039751,-425276.765311457
17250,eaton,no damage,asphalt,masonry,n/a,n/a,enclosed,> 1/8 in,single pane,combustible,combustible,177906.158135704,-425301.807382835
17251,eaton,no damage,asphalt,masonry,masonry,wood,unenclosed,n/a,single pane,combustible,combustible,169454.919318861,-423268.537770612
17252,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,unscreened,multi pane,combustible,combustible,177773.296556342,-425612.011291757
17253,eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,combustible,combustible,180172.522804761,-425469.364510851
17254,eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,n/a,combustible,177835.026641023,-425591.982009754
17255,eaton,no damage,asphalt,masonry,masonry,masonry,unenclosed,<= 1/8 in,single pane,n/a,n/a,176856.960917129,-425716.513763392
17256,eaton,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,n/a,170841.015142901,-423515.70454165
17257,eaton,destroyed (>50%),n/a,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,171620.920984201,-421955.974704903
17258,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,combustible,n/a,180136.587419513,-425466.453715563
17259,eaton,no damage,tile,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,179271.217309807,-425083.852418257
17260,eaton,no damage,tile,masonry,masonry,masonry,unenclosed,<= 1/8 in,multi pane,non-combustible,non-combustible,176458.062710312,-424253.49086868
17261,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,<= 1/8 in,single pane,n/a,non-combustible,178544.428473436,-425411.111200223
17262,eaton,destroyed (>50%),n/a,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,171795.395684933,-421946.817293691
17263,eaton,destroyed (>50%),n/a,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,171648.940502877,-421981.762062954
17264,eaton,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,n/a,n/a,combustible,n/a,170817.659709393,-423576.337508211
17265,eaton,no damage,tile,masonry,composite,n/a,unenclosed,> 1/8 in,multi pane,non-combustible,non-combustible,180819.590997731,-425400.806651378
17266,eaton,no damage,asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,multi pane,combustible,combustible,177883.768732434,-425080.444164038
17267,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,unscreened,single pane,n/a,combustible,170318.69569139,-422962.810477393
17268,eaton,no damage,tile,masonry,masonry,n/a,unenclosed,<= 1/8 in,single pane,combustible,non-combustible,181205.591023756,-425355.133996952
17269,eaton,destroyed (>50%),asphalt,masonry,n/a,n/a,unenclosed,> 1/8 in,single pane,combustible,n/a,170989.505921678,-423606.989503898
17270,eaton,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,171415.99091707,-421958.547382301
17271,eaton,no damage,tile,masonry,n/a,n/a,unenclosed,unscreened,n/a,n/a,n/a,169784.251437889,-422233.546181193
17272,eaton,no damage,asphalt,wood,wood,wood,unenclosed,> 1/8 in,multi pane,combustible,combustible,180531.614330398,-425279.086339088
17273,eaton,destroyed (>50%),asphalt,masonry,masonry,n/a,unenclosed,n/a,n/a,n/a,n/a,170876.897136594,-422044.193307951
17274,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,combustible,169468.121782663,-423273.735743195
17275,eaton,destroyed (>50%),asphalt,masonry,n/a,n/a,unenclosed,> 1/8 in,multi pane,n/a,combustible,169794.425106412,-422823.379654003
17276,eaton,destroyed (>50%),n/a,n/a,masonry,n/a,n/a,n/a,n/a,n/a,n/a,171325.350308363,-421962.35416192
17277,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,combustible,179341.625310137,-425371.270578675
17278,eaton,destroyed (>50%),n/a,masonry,masonry,n/a,n/a,n/a,n/a,combustible,non-combustible,170154.962836319,-423441.257266801
17279,eaton,no damage,asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,single pane,n/a,combustible,170348.41823277,-422945.762375843
17280,eaton,no damage,asphalt,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,combustible,non-combustible,177920.085271864,-425479.533069396
17281,eaton,destroyed (>50%),asphalt,wood,masonry,n/a,n/a,n/a,n/a,n/a,n/a,170177.474905548,-423288.879967583
17282,eaton,no damage,tile,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,combustible,combustible,181725.288611405,-425321.965124538
17283,eaton,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,n/a,n/a,n/a,combustible,171798.479475736,-422314.575601296
17284,eaton,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,170169.200563837,-422903.126460621
17285,eaton,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,169705.840398891,-422212.933633856
17286,eaton,destroyed (>50%),asphalt,masonry,masonry,masonry,n/a,n/a,n/a,combustible,n/a,170101.165623073,-422855.126807811
17287,eaton,destroyed (>50%),asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,single pane,combustible,n/a,170989.100107307,-423405.091269204
17288,eaton,no damage,tile,masonry,n/a,n/a,enclosed,> 1/8 in,multi pane,n/a,non-combustible,177234.864487059,-425598.905802872
17289,eaton,destroyed (>50%),metal,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,177956.643944361,-425085.108012807
17290,eaton,no damage,tile,masonry,masonry,wood,unenclosed,> 1/8 in,multi pane,combustible,n/a,179313.67278736,-425041.054252705
17291,eaton,no damage,asphalt,masonry,masonry,wood,enclosed,> 1/8 in,multi pane,n/a,n/a,177206.827240221,-424840.26223141
17292,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,<= 1/8 in,single pane,n/a,non-combustible,179698.54037619,-425462.579765975
17293,eaton,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,> 1/8 in,n/a,n/a,n/a,172017.60666203,-421880.970403861
17294,eaton,destroyed (>50%),asphalt,masonry,n/a,n/a,unenclosed,> 1/8 in,single pane,combustible,combustible,171038.747466994,-423641.194425089
17295,eaton,no damage,tile,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,182284.716123874,-424803.9666082
17296,eaton,no damage,asphalt,masonry,n/a,n/a,enclosed,> 1/8 in,multi pane,combustible,combustible,177406.211194205,-425402.083414262
17297,eaton,no damage,asphalt,masonry,masonry,n/a,unenclosed,<= 1/8 in,multi pane,n/a,n/a,180161.507956218,-425460.603309091
17298,eaton,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,173956.259910401,-423040.161438396
17299,eaton,no damage,asphalt,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,non-combustible,non-combustible,180833.335069548,-425318.871168103
17300,eaton,no damage,asphalt,masonry,masonry,wood,enclosed,unscreened,multi pane,n/a,combustible,180157.179975138,-425042.893517032
17301,eaton,no damage,tile,masonry,n/a,n/a,n/a,n/a,multi pane,n/a,n/a,169749.112181751,-422924.130428046
17302,eaton,minor (10-25%),asphalt,wood,n/a,wood,unenclosed,> 1/8 in,single pane,combustible,non-combustible,172465.868694184,-422292.492327653
